step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,amount_bucket,origin_balance_change,origin_balance_mismatch,destination_balance_change,destination_balance_mismatch,high_risk_type_flag,large_transaction_flag,fraud_signal_score,risk_category
282,CASH_OUT,23397.72,C2125446093,203.0,0.0,C2130828235,263462.97,286860.69,0,0,10K-100K,203.0,True,0.0,True,True,False,3,High Risk
136,TRANSFER,839992.32,C549205023,0.0,0.0,C1094077048,1527453.31,2367445.63,0,0,100K-1M,0.0,True,0.0,True,True,True,4,High Risk
137,CASH_OUT,163360.16,C722140021,150644.0,0.0,C47976160,1854225.91,2017586.07,0,0,100K-1M,150644.0,True,0.0,True,True,False,3,High Risk
371,CASH_OUT,379104.77,C430839738,288994.0,0.0,C1726249995,1085924.98,1465029.74,0,0,100K-1M,288994.0,True,0.0,True,True,False,3,High Risk
178,TRANSFER,191148.53,C1980235180,0.0,0.0,C1949466021,3174040.79,3365189.31,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
36,CASH_OUT,314602.14,C669100313,179524.0,0.0,C1146876728,0.0,314602.14,0,0,100K-1M,179524.0,True,0.0,True,True,False,3,High Risk
259,CASH_OUT,246381.27,C1706396640,0.0,0.0,C781163833,3266481.43,3512862.7,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
139,CASH_OUT,111514.35,C1298124886,0.0,0.0,C850806812,2658788.03,2770302.37,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
688,CASH_OUT,62416.96,C1128831400,0.0,0.0,C2066154114,552301.09,614718.05,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
301,CASH_OUT,300488.1,C1575774815,73710.0,0.0,C1981929111,215350.79,515838.9,0,0,100K-1M,73710.0,True,0.0,True,True,False,3,High Risk
355,CASH_OUT,19262.75,C116560795,0.0,0.0,C1374783374,215328.2,234590.95,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
37,TRANSFER,258570.76,C925327716,0.0,0.0,C737444296,2383539.65,2642110.41,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
348,CASH_OUT,421826.9,C9569935,0.0,0.0,C826341147,3070778.99,3492605.89,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
283,CASH_OUT,65076.7,C595935964,117.0,0.0,C427230270,1292210.29,1357286.99,0,0,10K-100K,117.0,True,0.0,True,True,False,3,High Risk
308,TRANSFER,963739.16,C1147766016,0.0,0.0,C1046332749,3640465.8,4604204.96,0,0,100K-1M,0.0,True,0.0,True,True,True,4,High Risk
185,CASH_OUT,1519.5,C2103169469,0.0,0.0,C390694853,314873.91,316393.41,0,0,1K-10K,0.0,True,0.0,True,True,False,3,High Risk
357,CASH_OUT,134645.56,C1090821626,31861.0,0.0,C1124801042,38552.16,173197.72,0,0,100K-1M,31861.0,True,0.0,True,True,False,3,High Risk
158,CASH_OUT,110912.82,C43924579,46710.0,0.0,C962686155,987195.62,1098108.44,0,0,100K-1M,46710.0,True,0.0,True,True,False,3,High Risk
163,CASH_OUT,279411.02,C692911976,18822.0,0.0,C135879443,66714.12,346125.13,0,0,100K-1M,18822.0,True,0.0,True,True,False,3,High Risk
14,CASH_OUT,104087.53,C5372528,11678.0,0.0,C778273688,135.0,10302.13,0,0,100K-1M,11678.0,True,0.0,True,True,False,3,High Risk
163,CASH_OUT,20872.5,C2076820706,22087.0,1214.5,C417168162,2699470.51,2720343.01,0,0,10K-100K,20872.5,False,0.0,True,True,False,2,Medium Risk
370,TRANSFER,984248.42,C1189566998,19757.0,0.0,C1640634269,303288.7,1287537.12,0,0,100K-1M,19757.0,True,0.0,True,True,True,4,High Risk
395,CASH_OUT,376937.34,C1160814393,12475.0,0.0,C832945754,0.0,376937.34,0,0,100K-1M,12475.0,True,0.0,True,True,False,3,High Risk
225,CASH_OUT,127591.5,C1062050493,308256.0,180664.5,C1449267885,292975.35,420566.84,0,0,100K-1M,127591.5,False,0.0,True,True,False,2,Medium Risk
280,CASH_OUT,69974.58,C2128681806,0.0,0.0,C1994306481,84887.0,154861.58,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
209,TRANSFER,897791.14,C1976835005,0.0,0.0,C1619283464,1694191.71,2591982.85,0,0,100K-1M,0.0,True,0.0,True,True,True,4,High Risk
18,CASH_OUT,122070.06,C1694361339,532.0,0.0,C1395746279,4601537.84,4842572.46,0,0,100K-1M,532.0,True,0.0,True,True,False,3,High Risk
212,CASH_OUT,159869.72,C1984846080,4063.0,0.0,C1845398822,254269.73,414139.44,0,0,100K-1M,4063.0,True,0.0,True,True,False,3,High Risk
177,CASH_OUT,140134.28,C971629648,0.0,0.0,C401994014,443293.35,103399.57,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
379,CASH_OUT,95942.55,C625384262,151982.0,56039.45,C650409160,65329.9,161272.45,0,0,10K-100K,95942.55,False,0.0,True,True,False,2,Medium Risk
144,TRANSFER,115674.38,C1338829786,126807.0,11132.62,C146995616,781039.25,896713.63,0,0,100K-1M,115674.38,False,0.0,True,True,False,2,Medium Risk
349,TRANSFER,1931176.55,C1828924514,403467.7,0.0,C671130668,2362206.14,4293382.69,0,0,1M+,403467.7,True,0.0,True,True,True,4,High Risk
132,CASH_OUT,323079.1,C838813904,0.0,0.0,C1577194491,882559.25,1205638.35,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
406,CASH_OUT,33927.08,C371134698,0.0,0.0,C1571118223,4284639.27,4318566.35,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
212,CASH_OUT,97919.26,C1595993211,122916.0,24996.74,C1108873779,0.0,97919.26,0,0,10K-100K,97919.26,False,0.0,True,True,False,2,Medium Risk
253,CASH_OUT,457473.03,C994883215,681.0,0.0,C988257385,68758.13,526231.17,0,0,100K-1M,681.0,True,0.0,True,True,False,3,High Risk
403,CASH_OUT,118049.38,C983900875,0.0,0.0,C49126552,141370.02,259419.39,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
394,CASH_OUT,144537.33,C1425713964,0.0,0.0,C1704308874,11651838.95,11796376.28,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
178,CASH_OUT,258765.73,C1442516830,1015.0,0.0,C577536245,372077.34,630843.07,0,0,100K-1M,1015.0,True,0.0,True,True,False,3,High Risk
326,TRANSFER,10564443.71,C2079759404,0.0,0.0,C1953284734,10630867.0,21195310.7,0,0,1M+,0.0,True,0.0,True,True,True,4,High Risk
184,CASH_OUT,183256.03,C165286310,19429.0,0.0,C516674928,367972.54,551228.57,0,0,100K-1M,19429.0,True,0.0,True,True,False,3,High Risk
377,CASH_OUT,388910.18,C1809680421,0.0,0.0,C1691879261,1628024.73,2016934.92,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
394,CASH_OUT,104030.92,C774683586,0.0,0.0,C655264782,682268.96,786299.88,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
186,CASH_OUT,235558.78,C189180032,9686.0,0.0,C2027858763,311324.68,546883.46,0,0,100K-1M,9686.0,True,0.0,True,True,False,3,High Risk
164,TRANSFER,869643.75,C791339203,69838.0,0.0,C1280055356,0.0,869643.75,0,0,100K-1M,69838.0,True,0.0,True,True,True,4,High Risk
136,CASH_OUT,89212.79,C1775057505,21189.0,0.0,C1158040553,184151.57,273364.36,0,0,10K-100K,21189.0,True,0.0,True,True,False,3,High Risk
140,CASH_OUT,209444.86,C279745246,243081.0,33636.14,C1172704377,4802720.09,5012164.94,0,0,100K-1M,209444.86,False,0.0,True,True,False,2,Medium Risk
375,TRANSFER,661939.44,C674112186,105225.65,0.0,C10843901,18244687.73,18906627.17,0,0,100K-1M,105225.65,True,0.0,True,True,True,4,High Risk
207,CASH_OUT,225686.07,C2110628629,0.0,0.0,C1284712066,491392.86,717078.93,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
276,CASH_OUT,161239.46,C1463027471,10200.0,0.0,C142974507,8589.95,169829.41,0,0,100K-1M,10200.0,True,0.0,True,True,False,3,High Risk
38,CASH_OUT,274623.66,C960841583,54085.0,0.0,C1220724837,0.0,274623.66,0,0,100K-1M,54085.0,True,0.0,True,True,False,3,High Risk
188,CASH_OUT,56077.39,C1867982026,11650.0,0.0,C822671420,1120948.33,1177025.72,0,0,10K-100K,11650.0,True,0.0,True,True,False,3,High Risk
251,CASH_OUT,58083.15,C1461804143,19845.0,0.0,C279218830,189834.07,247917.22,0,0,10K-100K,19845.0,True,0.0,True,True,False,3,High Risk
370,CASH_OUT,30982.07,C610321872,36076.0,5093.93,C193251364,3079898.66,3110880.73,0,0,10K-100K,30982.07,False,0.0,True,True,False,2,Medium Risk
355,TRANSFER,559634.36,C1243091082,149633.0,0.0,C77351050,16075.16,575709.52,0,0,100K-1M,149633.0,True,0.0,True,True,True,4,High Risk
43,TRANSFER,303178.29,C1383149010,0.0,0.0,C611631971,893908.68,1197086.96,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
17,CASH_OUT,244343.73,C1820201425,50831.0,0.0,C1880394910,3116.0,247459.73,0,0,100K-1M,50831.0,True,0.0,True,True,False,3,High Risk
379,CASH_OUT,226324.55,C1053156258,34667.0,0.0,C2129988222,335253.71,561578.26,0,0,100K-1M,34667.0,True,0.0,True,True,False,3,High Risk
309,CASH_OUT,5644.63,C722398780,0.0,0.0,C2077211385,513992.32,519636.95,0,0,1K-10K,0.0,True,0.0,True,True,False,3,High Risk
280,CASH_OUT,138796.52,C24827187,7096.0,0.0,C2114821737,2155773.6,2294570.11,0,0,100K-1M,7096.0,True,0.0,True,True,False,3,High Risk
202,CASH_OUT,85103.84,C2068462910,0.0,0.0,C1571869594,346328.21,431432.05,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
214,CASH_OUT,83246.95,C72245072,20563.16,0.0,C513020980,376956.39,460203.34,0,0,10K-100K,20563.16,True,0.0,True,True,False,3,High Risk
203,CASH_OUT,96151.63,C1213613793,39201.0,0.0,C148886403,15520.94,111672.57,0,0,10K-100K,39201.0,True,0.0,True,True,False,3,High Risk
20,CASH_OUT,416062.02,C2019276242,0.0,0.0,C1780707561,992206.26,1408268.28,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
132,CASH_OUT,54366.12,C70675236,0.0,0.0,C932796396,11030263.91,11084630.03,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
353,CASH_OUT,68698.41,C318502835,0.0,0.0,C1264685531,2181753.56,2250451.97,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
397,CASH_OUT,67489.56,C1357401825,20172.0,0.0,C509240693,2531338.31,2598827.87,0,0,10K-100K,20172.0,True,0.0,True,True,False,3,High Risk
140,CASH_OUT,284523.22,C1995204860,0.0,0.0,C1175199409,6790121.24,7074644.46,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
371,CASH_OUT,90373.89,C806641685,0.0,0.0,C580543688,2466161.87,2556535.76,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
13,TRANSFER,1177136.12,C928564300,20470.0,0.0,C812560982,171004.69,2501283.21,0,0,1M+,20470.0,True,0.0,True,True,True,4,High Risk
354,CASH_OUT,59222.41,C669278908,7005.0,0.0,C1151880738,8262339.19,8321561.61,0,0,10K-100K,7005.0,True,0.0,True,True,False,3,High Risk
202,CASH_OUT,17111.79,C1320283595,0.0,0.0,C110229128,229392.8,246504.59,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
372,TRANSFER,1290513.37,C86659213,342.0,0.0,C879271309,1023467.35,2313980.71,0,0,1M+,342.0,True,0.0,True,True,True,4,High Risk
236,CASH_OUT,15757.92,C1291715072,23374.0,7616.08,C425847764,0.0,15757.92,0,0,10K-100K,15757.92,False,0.0,True,True,False,2,Medium Risk
304,TRANSFER,10000000.0,C1561706130,0.0,0.0,C1080701934,10000000.0,24818999.57,0,0,1M+,0.0,True,0.0,True,True,True,4,High Risk
301,TRANSFER,2988.31,C1405372551,1.0,0.0,C1157899259,338069.41,341057.72,0,0,1K-10K,1.0,True,0.0,True,True,False,3,High Risk
17,CASH_OUT,37505.3,C823888282,50358.0,12852.7,C578107487,0.0,37505.3,0,0,10K-100K,37505.3,False,0.0,True,True,False,2,Medium Risk
18,TRANSFER,926116.23,C1835559466,0.0,0.0,C659787299,4390980.56,5521394.59,0,0,100K-1M,0.0,True,0.0,True,True,True,4,High Risk
225,CASH_OUT,25213.69,C1481017253,0.0,0.0,C1279573094,219792.37,245006.06,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
161,CASH_OUT,18102.02,C356788223,92929.0,74826.98,C1596838853,45877.74,63979.75,0,0,10K-100K,18102.020000000004,False,0.0,True,True,False,2,Medium Risk
181,CASH_OUT,423155.15,C2062164647,89.0,0.0,C785483588,0.0,423155.15,0,0,100K-1M,89.0,True,0.0,True,True,False,3,High Risk
321,CASH_OUT,446636.07,C1718959758,0.0,0.0,C782211180,757574.24,1204210.3,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
189,CASH_OUT,22912.34,C593385668,9076.0,0.0,C1951851228,395524.16,418436.51,0,0,10K-100K,9076.0,True,0.0,True,True,False,3,High Risk
187,CASH_OUT,101719.54,C193434607,23408.35,0.0,C1269836150,115260.67,216980.21,0,0,100K-1M,23408.35,True,0.0,True,True,False,3,High Risk
8,CASH_OUT,82965.2,C314734472,0.0,0.0,C713987035,1424771.39,1284003.82,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
255,TRANSFER,476732.13,C174811245,7653.21,0.0,C1770754907,1993568.77,2470300.9,0,0,100K-1M,7653.21,True,0.0,True,True,False,3,High Risk
227,CASH_OUT,212274.35,C1855923473,40165.0,0.0,C1567368092,269809.61,482083.96,0,0,100K-1M,40165.0,True,0.0,True,True,False,3,High Risk
12,CASH_OUT,281857.81,C550060239,556417.0,274559.19,C170279497,1217539.24,1499397.05,0,0,100K-1M,281857.81,False,0.0,True,True,False,2,Medium Risk
403,CASH_OUT,86775.54,C34606333,32263.0,0.0,C1472644797,0.0,86775.54,0,0,10K-100K,32263.0,True,0.0,True,True,False,3,High Risk
327,TRANSFER,428544.64,C1857910725,0.0,0.0,C1490809414,12118417.72,12546962.36,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
9,TRANSFER,2490191.49,C46398269,0.0,0.0,C1661736346,0.0,1509285.86,0,0,1M+,0.0,True,0.0,True,True,True,4,High Risk
134,CASH_OUT,86217.42,C385685390,0.0,0.0,C600905106,156060.45,242277.87,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
16,CASH_OUT,240981.78,C535673824,0.0,0.0,C1155481341,630231.27,1081134.56,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
161,CASH_OUT,163750.29,C71848990,54692.0,0.0,C1332276228,44152.78,207903.06,0,0,100K-1M,54692.0,True,0.0,True,True,False,3,High Risk
405,CASH_OUT,154801.74,C491552765,0.0,0.0,C429933129,813274.19,968075.94,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
284,CASH_OUT,6853.33,C1981251083,0.0,0.0,C811381887,179599.73,186453.06,0,0,1K-10K,0.0,True,0.0,True,True,False,3,High Risk
212,CASH_OUT,275727.2,C400349654,0.0,0.0,C1466658684,883868.41,1159595.61,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
38,TRANSFER,249370.72,C1608982030,0.0,0.0,C1209378395,499591.86,748962.58,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
37,CASH_OUT,311613.58,C415472294,316822.55,5208.97,C1579386738,7773166.43,8084780.01,0,0,100K-1M,311613.58,False,0.0,True,True,False,2,Medium Risk
331,CASH_OUT,57537.99,C1961724439,10519.0,0.0,C180935143,300887.53,358425.52,0,0,10K-100K,10519.0,True,0.0,True,True,False,3,High Risk
283,CASH_OUT,116180.49,C1353926970,710075.0,593894.51,C1572476453,79572.66,195753.15,0,0,100K-1M,116180.49,False,0.0,True,True,False,2,Medium Risk
160,CASH_OUT,226.47,C2116458558,0.0,0.0,C1468732087,4683793.02,4684019.48,0,0,100-1K,0.0,True,0.0,True,True,False,3,High Risk
284,CASH_OUT,24672.85,C79639978,0.0,0.0,C1815240031,990176.12,1014848.97,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
307,CASH_OUT,104877.48,C95716112,548.0,0.0,C309183975,170187.95,275065.43,0,0,100K-1M,548.0,True,0.0,True,True,False,3,High Risk
230,CASH_OUT,182929.32,C775395714,20531.0,0.0,C312148881,507564.11,1032884.32,0,0,100K-1M,20531.0,True,0.0,True,True,False,3,High Risk
395,CASH_OUT,53993.23,C439060625,0.0,0.0,C2093899583,971474.03,1025467.26,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
379,CASH_OUT,210792.34,C82637585,119766.0,0.0,C1578605455,0.0,210792.34,0,0,100K-1M,119766.0,True,0.0,True,True,False,3,High Risk
13,TRANSFER,595843.42,C1481796582,0.0,0.0,C1482979717,4879610.34,5109364.56,0,0,100K-1M,0.0,True,0.0,True,True,True,4,High Risk
379,TRANSFER,285688.0,C110491186,22206.0,0.0,C350148441,1469367.84,1755055.84,0,0,100K-1M,22206.0,True,0.0,True,True,False,3,High Risk
330,TRANSFER,454922.41,C1067557839,0.0,0.0,C815018570,6136763.03,6591685.44,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
14,CASH_OUT,197178.5,C848897483,225605.49,28426.99,C1238308127,1034342.27,731929.5,0,0,100K-1M,197178.5,False,0.0,True,True,False,2,Medium Risk
332,CASH_OUT,65663.85,C615530937,0.0,0.0,C1365702114,252651.38,318315.22,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
205,TRANSFER,707593.87,C798512203,14636.0,0.0,C78767310,891769.29,1599363.16,0,0,100K-1M,14636.0,True,0.0,True,True,True,4,High Risk
205,CASH_OUT,38418.64,C937290049,10309.0,0.0,C221744096,132714.33,171132.97,0,0,10K-100K,10309.0,True,0.0,True,True,False,3,High Risk
11,CASH_OUT,218012.52,C1648566954,215187.42,0.0,C1929097404,359419.66,416449.4,0,0,100K-1M,215187.42,True,0.0,True,True,False,3,High Risk
20,CASH_OUT,12128.9,C1698976896,15917.17,3788.27,C944756068,181791.55,125174.43,0,0,10K-100K,12128.9,False,0.0,True,True,False,2,Medium Risk
402,CASH_OUT,93730.94,C885536561,652762.0,559031.06,C566998786,737447.7,831178.65,0,0,10K-100K,93730.93999999994,False,0.0,True,True,False,2,Medium Risk
209,TRANSFER,108433.07,C82637595,0.0,0.0,C1880840087,156177.75,264610.81,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
235,CASH_OUT,91025.98,C1825179278,0.0,0.0,C1611986207,6735937.01,6826962.99,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
225,CASH_OUT,91825.44,C852952366,196105.0,104279.56,C2099330742,0.0,91825.44,0,0,10K-100K,91825.44,False,0.0,True,True,False,2,Medium Risk
279,CASH_OUT,133786.11,C1796835611,0.0,0.0,C1048110960,705496.96,839283.07,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
396,TRANSFER,113014.98,C1058522849,0.0,0.0,C1393196527,3817842.33,3930857.31,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
276,CASH_OUT,194702.75,C1375925112,0.0,0.0,C1463934795,438662.47,633365.22,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
255,CASH_OUT,243158.74,C1740381403,1864.0,0.0,C1494247675,149851.21,393009.95,0,0,100K-1M,1864.0,True,0.0,True,True,False,3,High Risk
138,CASH_OUT,339190.64,C1908538403,101952.0,0.0,C1259758144,971839.25,1311029.88,0,0,100K-1M,101952.0,True,0.0,True,True,False,3,High Risk
348,CASH_OUT,199987.37,C133322680,40.0,0.0,C640783624,11218267.54,11418254.9,0,0,100K-1M,40.0,True,0.0,True,True,False,3,High Risk
331,CASH_OUT,146007.7,C119109447,9962.0,0.0,C889250978,4840508.51,4986516.21,0,0,100K-1M,9962.0,True,0.0,True,True,False,3,High Risk
12,CASH_OUT,157054.22,C757524504,213.0,0.0,C845329744,763063.08,798382.9,0,0,100K-1M,213.0,True,0.0,True,True,False,3,High Risk
373,TRANSFER,1508008.72,C853208765,0.0,0.0,C1988412127,3621337.45,5129346.18,0,0,1M+,0.0,True,0.0,True,True,True,4,High Risk
379,CASH_OUT,52399.27,C1908713739,0.0,0.0,C1211377412,1129745.37,1182144.64,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
330,TRANSFER,304964.5,C293907408,440543.0,135578.5,C35622679,0.0,304964.5,0,0,100K-1M,304964.5,False,0.0,True,True,False,2,Medium Risk
283,CASH_OUT,30909.09,C64301371,14181.0,0.0,C1639263930,0.0,30909.09,0,0,10K-100K,14181.0,True,0.0,True,True,False,3,High Risk
690,CASH_OUT,79717.19,C754807264,541.0,0.0,C1056732622,0.0,79717.19,0,0,10K-100K,541.0,True,0.0,True,True,False,3,High Risk
180,CASH_OUT,227932.89,C1418444094,0.0,0.0,C1962092319,1664906.35,2264615.2,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
400,CASH_OUT,116201.04,C1585388850,0.0,0.0,C764979635,1550556.27,1666757.31,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
162,CASH_OUT,279945.44,C1686080898,532.0,0.0,C2120153203,426838.12,706783.56,0,0,100K-1M,532.0,True,0.0,True,True,False,3,High Risk
44,CASH_OUT,45073.8,C2142754884,0.0,0.0,C546018732,136405.42,181479.22,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
280,CASH_OUT,236260.83,C600715540,11251.0,0.0,C1212327464,1594191.26,1830452.09,0,0,100K-1M,11251.0,True,0.0,True,True,False,3,High Risk
7,CASH_OUT,121722.45,C1817615535,0.0,0.0,C1167066016,326380.88,0.0,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
358,CASH_OUT,35494.34,C260624909,0.0,0.0,C251336329,1496591.56,1532085.9,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
325,CASH_OUT,195092.37,C1870003765,2487.0,0.0,C1457440661,1272726.21,1467818.58,0,0,100K-1M,2487.0,True,0.0,True,True,False,3,High Risk
163,CASH_OUT,135915.38,C908848713,0.0,0.0,C1966272198,891631.52,1027546.9,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
251,CASH_OUT,441292.53,C1626351650,4321.0,0.0,C1382393625,0.0,441292.53,0,0,100K-1M,4321.0,True,0.0,True,True,False,3,High Risk
300,TRANSFER,4350175.54,C118473277,105669.0,0.0,C1260650476,975174.09,5325349.63,0,0,1M+,105669.0,True,0.0,True,True,True,4,High Risk
36,CASH_OUT,184026.87,C1576502159,0.0,0.0,C802903456,3271930.47,3455957.33,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
203,CASH_OUT,335859.35,C668755957,20988.0,0.0,C1067611025,0.0,335859.35,0,0,100K-1M,20988.0,True,0.0,True,True,False,3,High Risk
234,TRANSFER,2012423.72,C1198227650,688291.93,0.0,C1671125822,2526592.1,4539015.82,0,0,1M+,688291.93,True,0.0,True,True,True,4,High Risk
451,CASH_OUT,89729.52,C670460113,56936.0,0.0,C47071990,384347.2,474076.72,0,0,10K-100K,56936.0,True,0.0,True,True,False,3,High Risk
324,CASH_OUT,271934.55,C1668525220,16965.0,0.0,C277561947,534750.47,806685.02,0,0,100K-1M,16965.0,True,0.0,True,True,False,3,High Risk
354,CASH_OUT,46702.05,C814476968,0.0,0.0,C1850099775,134486.08,181188.13,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
380,CASH_OUT,157174.3,C1516275660,72920.0,0.0,C952055384,9118374.96,9275549.26,0,0,100K-1M,72920.0,True,0.0,True,True,False,3,High Risk
278,TRANSFER,426028.01,C454434231,0.0,0.0,C1753239720,2996205.83,3422233.85,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
228,CASH_OUT,43320.91,C938974013,0.0,0.0,C218050459,3851662.73,3894983.64,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
48,TRANSFER,153949.2,C494885294,0.0,0.0,C1363496863,866427.59,1020376.78,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
405,CASH_OUT,193080.0,C1036697530,99016.0,0.0,C1386511160,6504356.88,6697436.88,0,0,100K-1M,99016.0,True,0.0,True,True,False,3,High Risk
8,TRANSFER,1258255.51,C666588065,261621.0,0.0,C699679818,0.0,1128676.42,0,0,1M+,261621.0,True,0.0,True,True,True,4,High Risk
398,CASH_OUT,337201.96,C1967296518,0.0,0.0,C719164887,1007439.26,1344641.22,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
382,CASH_OUT,125057.14,C734945813,77734.43,0.0,C646307283,1257755.57,1382812.71,0,0,100K-1M,77734.43,True,0.0,True,True,False,3,High Risk
276,CASH_OUT,210793.96,C26244473,0.0,0.0,C103357744,5519340.88,5730134.84,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
400,TRANSFER,1046873.98,C418419235,0.0,0.0,C1397347378,4673267.04,5720141.03,0,0,1M+,0.0,True,0.0,True,True,True,4,High Risk
131,CASH_OUT,93752.44,C1804760387,15791.0,0.0,C320944803,606874.63,700627.08,0,0,10K-100K,15791.0,True,0.0,True,True,False,3,High Risk
325,CASH_OUT,228798.33,C340114756,339094.0,110295.67,C1025069850,144587.16,373385.49,0,0,100K-1M,228798.33,False,0.0,True,True,False,2,Medium Risk
588,CASH_OUT,39729.81,C1738287151,55913.22,16183.42,C884966635,503037.83,542767.63,0,0,10K-100K,39729.8,True,0.0,True,True,False,3,High Risk
211,CASH_OUT,349835.9,C2069709144,0.0,0.0,C1861657756,1408581.4,1758417.31,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
282,CASH_OUT,113502.71,C358614538,0.0,0.0,C1702297375,389122.03,502624.74,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
373,CASH_OUT,227005.43,C679322082,22192.0,0.0,C1459606650,0.0,227005.43,0,0,100K-1M,22192.0,True,0.0,True,True,False,3,High Risk
500,CASH_OUT,46092.63,C169748447,11509.0,0.0,C1787778882,657301.95,703394.58,0,0,10K-100K,11509.0,True,0.0,True,True,False,3,High Risk
324,TRANSFER,1987606.88,C1372099595,223209.0,0.0,C1869386919,11022331.31,13009938.19,0,0,1M+,223209.0,True,0.0,True,True,True,4,High Risk
260,CASH_OUT,85753.21,C1012162546,0.0,0.0,C1076914962,682198.98,767952.19,0,0,10K-100K,0.0,True,0.0,True,True,False,3,High Risk
188,CASH_OUT,281932.73,C2045696419,47355.55,0.0,C302033734,747231.86,1029164.59,0,0,100K-1M,47355.55,True,0.0,True,True,False,3,High Risk
259,CASH_OUT,71897.39,C642596664,109510.69,37613.3,C1242542968,564728.18,636625.58,0,0,10K-100K,71897.39,False,0.0,True,True,False,2,Medium Risk
331,CASH_OUT,37438.7,C903359106,32057.0,0.0,C1300953784,0.0,37438.7,0,0,10K-100K,32057.0,True,0.0,True,True,False,3,High Risk
207,CASH_OUT,223464.78,C1309565219,0.0,0.0,C502546195,336650.47,560115.24,0,0,100K-1M,0.0,True,0.0,True,True,False,3,High Risk
403,CASH_OUT,120711.27,C1525305054,21257.0,0.0,C1939765286,0.0,120711.27,0,0,100K-1M,21257.0,True,0.0,True,True,False,3,High Risk
43,CASH_OUT,62539.1,C1513155021,60500.0,0.0,C1700510015,3231515.72,3294054.82,0,0,10K-100K,60500.0,True,0.0,True,True,False,3,High Risk
